step,trans_type,amount,origin_id,dest_id,is_fraud
1,PAYMENT,5213.25,6b3754e29933,09010366ff2b,0
1,PAYMENT,5392.75,11c32c25938d,563c8fb2337e,0
1,PAYMENT,25.12,a46b000f6c1c,f30c74f731c8,0
1,PAYMENT,17150.89,85081b728b7a,ae8a7c5ca5f1,0
1,TRANSFER,679502.24,a569be740280,419a47f18237,0
1,TRANSFER,177652.91,71cf96ff3af6,03a912f8fa78,0
1,PAYMENT,5443.26,48a10a44de8e,9d5bb4ec1c9f,0
1,PAYMENT,244.87,110859411557,a83f9ab9dd09,0
1,PAYMENT,8281.57,f9ae76fd9da9,d4cc10624ea0,0
1,PAYMENT,1175.59,388faa3d721e,2386f5c97ccd,0
1,PAYMENT,1097.74,254abb04d6e7,95b0e1b44c54,0
1,TRANSFER,184986.8,0a4cece2ee60,fb7d65833c0c,0
1,PAYMENT,1718.29,fecdbf37fe4f,254b44d3600b,0
1,PAYMENT,3671.32,6f2fd7f86b5c,aea1e193c01b,0
1,DEBIT,3580.26,bbb5ad590f20,d48b2a317661,0
1,PAYMENT,8550.9,0f7a052b1b5d,518783dd5880,0
1,PAYMENT,9753.55,dbafad3cf289,712d5077dbe2,0
1,PAYMENT,3026.98,a475391afbc0,f8ac66517fc5,0
1,CASH_OUT,467177.03,e47f9fbf56e0,648cc63a0e84,0
1,DEBIT,3875.99,c34f30b5b94a,51da1a522755,0
1,PAYMENT,2148.89,b141a4dd2c83,f9a032e54264,0
1,PAYMENT,466.97,a7290a13d6d2,b439b05b25e3,0
1,CASH_OUT,154139.72,ade734661e60,d93078364149,0
1,CASH_OUT,82685.93,dd189360593a,e5113ca169ac,0
1,CASH_OUT,83857.23,3cb7f35f99cd,d1576287983d,0
1,CASH_OUT,99109.77,f8ee659ba92e,d1576287983d,0
1,CASH_OUT,187726.67,b31f7958199f,5258831c84c8,0
1,CASH_OUT,281339.92,8a72935fb3d0,51da1a522755,0
1,CASH_OUT,186447.51,8c156d1fde94,bb3f87de7cb5,0
1,CASH_OUT,81029.86,6ab3a68d1271,d11cfb6305bd,0
1,CASH_OUT,139054.95,9c3969f1f0d1,5c4ac115ecf6,0
1,CASH_OUT,154716.2,90cfa76e46bf,211bb56b849e,0
1,CASH_OUT,53631.83,541bb258d0f7,dcc08044da9a,0
1,CASH_OUT,289645.52,20403dc109f0,f1281c85ac57,0
1,CASH_OUT,267148.82,11ef1374f981,0bf9ea81e362,0
1,CASH_OUT,47913.58,ab4d2c93ba26,afc311506267,0
1,CASH_OUT,193605.38,0b66b173d44b,afa9c67fdb5a,0
1,CASH_OUT,344464.4,04cf82583b3b,e2aed2a724f2,0
1,CASH_OUT,169409.87,7c9474d53e88,0bf9ea81e362,0
1,CASH_OUT,25793.74,c98035c5189a,7fa3ba1cba55,0
1,CASH_OUT,114712.48,3d204621d203,08869bda21ff,0
1,CASH_OUT,89038.75,cd75c9b15f41,524c3a073e90,0
1,CASH_OUT,1341.58,5d1be5a1b6fc,8f6871f61b5c,0
1,CASH_OUT,44443.08,644b359003bd,bb3f87de7cb5,0
1,CASH_OUT,34729.64,752e1a36153b,965bb8bd1758,0
1,CASH_OUT,105979.34,b3417c969fe0,7457551bf6ba,0
1,CASH_OUT,57794.61,65837f612851,afc311506267,0
1,CASH_OUT,15918.79,2204eb69ba9b,0fd29db9b1ae,0
1,CASH_OUT,19162.08,c59759d3a9d3,bb673f56879e,0
1,CASH_OUT,220691.42,80e3a077dbcf,bb3f87de7cb5,0
1,CASH_OUT,9536.54,8785a40a5a6e,f80632a789d5,0
1,CASH_OUT,29784.06,530a919426ef,d55bfdf168f3,0
1,CASH_OUT,190445.51,51bd20df169b,f34b3560c34f,0
1,CASH_OUT,57279.11,54e52cdff871,eb0f598dfe6d,0
1,CASH_OUT,112086.81,fa8d7e396d49,4824c634bde8,0
1,CASH_OUT,80311.89,92721d4363b9,d0d47fcb8e05,0
1,CASH_OUT,151829.91,6df1916c9f4b,f1281c85ac57,0
1,CASH_OUT,26004.52,9178d2142843,7ef91ee3ddbe,0
1,CASH_OUT,3146.16,05a738535826,4d01701152d8,0
1,CASH_OUT,296752.75,5b0f48d58229,4824c634bde8,0
1,CASH_OUT,191702.06,4abbe2e1d37b,5625a3ef4c0c,0
1,CASH_OUT,365510.05,5f2005e503e3,d93078364149,0
1,CASH_OUT,202332.08,8c56978147b1,211bb56b849e,0
1,CASH_OUT,55105.9,8b391068e07c,41f303ab6dca,0
1,CASH_OUT,171508.59,fdd30e282ee8,afa9c67fdb5a,0
1,CASH_OUT,178439.26,bffd18c7d33b,524c3a073e90,0
1,CASH_OUT,88834.86,7c0f92042109,5625a3ef4c0c,0
1,CASH_OUT,210370.09,e8c3a3cacc3a,648cc63a0e84,0
1,CASH_OUT,36437.06,5b15d301d269,8b243d6b3832,0
1,CASH_OUT,82691.56,9b4430de9798,e871941e882d,0
1,CASH_OUT,338767.1,78c8d5eb7d25,211bb56b849e,0
1,CASH_OUT,187728.59,e13c9a2ba082,f34b3560c34f,0
1,CASH_OUT,271002.7,a7b9ced249d0,419a47f18237,0
1,CASH_OUT,323105.08,9988e5a9c2fd,5258831c84c8,0
1,CASH_OUT,10782.94,ab90f629de3e,8bd652a5afe1,0
1,CASH_OUT,89962.11,79a489fe4ab5,afc311506267,0
1,CASH_OUT,101940.14,555704b47837,7f285c2f4751,0
1,CASH_OUT,163100.34,93976eb374d7,0bf9ea81e362,0
1,CASH_OUT,136030.66,557d93070028,dcc08044da9a,0
1,CASH_OUT,68912.23,638fe2307e5a,fb7d65833c0c,0
1,CASH_OUT,73464.06,e7735a2b6bed,5d464fe183d7,0
1,CASH_OUT,106117.28,1122f13f8fd1,c71f1b8466a7,0
1,CASH_OUT,503333.79,87cde82dffce,5625a3ef4c0c,0
1,CASH_OUT,71991.42,59123d6473b0,8f6871f61b5c,0
1,CASH_OUT,91379.93,6b9e0b8b1bb3,0bf9ea81e362,0
1,CASH_OUT,26759.05,d7e4ad8726a6,f34b3560c34f,0
1,CASH_OUT,128487.35,ef07d2b8faec,5258831c84c8,0
1,CASH_OUT,252908.87,8c597d949783,560d3f81aa8d,0
1,CASH_OUT,64489.64,54835904b318,d1576287983d,0
1,CASH_OUT,171369.73,626e3a9f2fc2,419a47f18237,0
1,PAYMENT,4493.29,3073ff23e615,9eb994041fc8,0
1,PAYMENT,12121.5,d341371be6c2,89768b2df3b4,0
1,PAYMENT,2278.19,ed559324938d,7cec2b78434e,0
1,PAYMENT,7707.44,2fdacb07b28b,4326b3a1b444,0
1,PAYMENT,4013.02,d8ddf8f9a450,7c1852a5c731,0
1,PAYMENT,5775.15,602ed72c0edf,33ab2cbf433b,0
1,PAYMENT,4843.93,935984b8d9bc,3d9bdf8d8808,0
1,PAYMENT,2397.82,385b934d30f2,046ab0c0c4b5,0
1,PAYMENT,4391.44,8065e8df6870,d116ca15c208,0
1,DEBIT,4497.87,1716404edd78,1d844bf80b89,0
1,PAYMENT,7452.89,23874135fe63,540d9b5a4e1e,0
1,PAYMENT,3930.81,759635b8f39c,3b08cc2e5801,0
1,CASH_OUT,71532.24,0b326cfc71ac,87a9926870ec,0
1,CASH_OUT,61159.51,d89cc53f0e65,c71f1b8466a7,0
1,CASH_OUT,12401.9,0a0f5bd13dc6,8fc57755d218,0
1,CASH_OUT,32702.61,c72945fb75d2,ce86d86de308,0
1,PAYMENT,6926.67,12269a8579df,0270cef5fb91,0
1,PAYMENT,893.57,1332e15aefe9,82746917cab8,0
1,TRANSFER,480222.51,b5d431540c0d,419a47f18237,0
1,PAYMENT,3608.41,030c27835f6b,3938efa532a8,0
1,PAYMENT,5946.79,c184dca5ff21,c5c14ec11b72,0
1,PAYMENT,6099.96,0efa7ea3a78e,87f736e08931,0
1,PAYMENT,372.34,27d3e6bdeaee,fb100c43c19c,0
1,PAYMENT,4635.18,041cdb68756f,1158bdd22762,0
1,PAYMENT,1267.97,feee3a9fa243,685157f85f41,0
1,PAYMENT,6911.99,2c710e8e6c5c,66051012ebe9,0
1,PAYMENT,1795.67,b89db65b1d91,ebd37ad7a9cc,0
1,PAYMENT,3199.06,5363c822b074,309b1087bb73,0
1,PAYMENT,10265.17,1f60be43167d,8177d223d17a,0
1,PAYMENT,9029.12,1590e64a13dd,31fe347b815d,0
1,PAYMENT,7600.57,a2ab5ea1be44,fd6a89121d88,0
1,PAYMENT,2057.71,2d7d8656d4b9,d353368b8ec9,0
1,PAYMENT,3823.08,b0bcef6a3b4d,38323c87fac1,0
1,TRANSFER,2806.0,541019cf645e,8de6730d9370,1
1,CASH_OUT,2806.0,83ab85f62e78,19dd61d46f45,1
1,PAYMENT,6737.2,92cab2accdce,a39fc61c0bb5,0
1,PAYMENT,9161.98,2544da3e9063,12a79c896894,0
1,PAYMENT,1239.06,8067a2281537,edc9a3918a5a,0
1,PAYMENT,365.0,70fa6b0281a9,54b6d190645c,0
1,PAYMENT,5237.54,1896f2d3c5d1,f7cc396fec4e,0
1,PAYMENT,2618.76,1bddf04479c1,e53136b0bb82,0
1,PAYMENT,339.82,0c820df0c5f2,60976de30050,0
1,DEBIT,1393.46,0cb92b7075b0,3e5779bf1970,0
1,PAYMENT,2731.37,e1805efde119,4736c9351a3c,0
1,PAYMENT,8364.73,f58b41fe9064,b52ff7fbec20,0
1,PAYMENT,6598.71,7fbb53941566,c41805713381,0
1,PAYMENT,4304.58,9d851955d09c,8d2b1abea993,0
1,PAYMENT,2867.14,14cf05aa9378,718e9b8d656f,0
1,PAYMENT,2946.38,3846ca0c304e,1d2acaa35942,0
1,PAYMENT,507.12,b78371ccbe17,2bac79fb10f1,0
1,PAYMENT,3020.86,f2028197dd29,ea434f2bcb41,0
1,PAYMENT,8948.03,466d729872ce,89d0cf696587,0
1,CASH_OUT,280877.92,11ebd7cc6c84,d1576287983d,0
1,PAYMENT,1084.9,a95e4abc489d,2699c80ef83a,0
1,PAYMENT,9456.69,2cc63e8ad29f,12e76f9ebc78,0
1,PAYMENT,5812.36,9cb0580de89c,678308780e85,0
1,TRANSFER,157883.07,9df886939d6e,f06a8227e9dc,0
1,PAYMENT,2734.77,7459079d35f5,047df46dea08,0
1,CASH_OUT,102153.86,03daa9ff6839,f06a8227e9dc,0
1,PAYMENT,584.52,b3fa6117666d,b22a76b90787,0
1,PAYMENT,6113.14,b7ccab68d5ca,ed7e8533ba63,0
1,CASH_OUT,369989.2,3867915f1eeb,5d464fe183d7,0
1,CASH_OUT,215338.28,5b8fea6ef41a,ce86d86de308,0
1,CASH_OUT,65521.42,b208bbe6932c,d55bfdf168f3,0
1,CASH_OUT,116977.58,ea7769994abb,8b243d6b3832,0
1,CASH_OUT,262392.36,bbb2385bf3cc,524c3a073e90,0
1,CASH_OUT,51121.05,2d932ad700a7,8b243d6b3832,0
1,CASH_OUT,202624.59,e4007e2444d6,5625a3ef4c0c,0
1,CASH_OUT,118235.16,a4a28c62860e,f06a8227e9dc,0
1,CASH_OUT,118056.71,84c8bd05eba9,dcc08044da9a,0
1,CASH_OUT,498960.91,f08fc32407fe,f34b3560c34f,0
1,CASH_OUT,691738.36,ceb02766627f,bb3f87de7cb5,0
1,CASH_OUT,58820.08,83e22929051b,f34b3560c34f,0
1,PAYMENT,4419.04,e3ebea4609b0,28975b6d564e,0
1,PAYMENT,4270.02,74c3e30f05e2,1c28007a1530,0
1,PAYMENT,3007.83,23ab617c02dd,7417815db993,0
1,PAYMENT,1824.59,461fd557be8c,68e7dfa9de75,0
1,PAYMENT,993.46,233d4865f4fd,1b8d9123ee11,0
1,CASH_OUT,302693.14,fd3dc1ca7c69,fb7d65833c0c,0
1,PAYMENT,1445.06,51bd202a33f1,60549fec1eba,0
1,PAYMENT,4059.25,87cdb03e2de1,7dd1bcd1a610,0
1,PAYMENT,3417.18,1ae88d861f8c,96218ba9a8e6,0
1,DEBIT,3428.95,2057c25beade,3c45d2f9ad8c,0
1,PAYMENT,5580.98,78f5f93985db,6a158836e08a,0
1,DEBIT,3455.85,4a579bd80a01,0bf9ea81e362,0
1,PAYMENT,7265.63,cdabe48c5ea0,9823d24d1075,0
1,PAYMENT,3852.64,a8f90641d434,b4158c24acb2,0
1,PAYMENT,7870.29,19e0b6cc7e36,30879fbd3e5d,0
1,DEBIT,12872.92,3f37c151b6a8,d0e8e1db59a1,0
1,PAYMENT,6675.34,db904b56117a,759cd346c900,0
1,CASH_OUT,410201.89,381b3834b93f,5f347a9d767a,0
1,PAYMENT,13310.78,239c15eb4ddd,5973a03cab96,0
1,PAYMENT,664.35,ce509f940ab7,5ba9a1269689,0
1,PAYMENT,2130.3,f485f90af5a8,0e6d9bc56b58,0
1,PAYMENT,7771.4,65cdd6a18630,60d1737a3eaa,0
1,PAYMENT,36349.35,d98bc528c1b9,9741b22d4d69,0
1,PAYMENT,749.34,c48d33a1483c,b55933e7eb38,0
1,PAYMENT,2340.34,a58e0942986e,47a583a34d8f,0
1,PAYMENT,9686.85,491d1dd581cd,4969995dc81e,0
1,PAYMENT,15785.85,13ade2860ec2,fadd5f8cc572,0
1,PAYMENT,9006.78,70002d5e653c,fdd99c3727c2,0
1,PAYMENT,9014.95,cb4931c3596e,757320d40fbf,0
1,PAYMENT,14420.66,c6eebe1e2d66,e1b0a3c2c528,0
1,PAYMENT,4802.31,72fa78178bb1,6c7db94257dd,0
1,PAYMENT,28527.44,ef59a139ac38,08b343c16bc0,0
1,PAYMENT,4182.93,42e7482c7754,229cd4dab585,0
1,PAYMENT,4088.21,5c31bf499f7c,9b7018124158,0
1,PAYMENT,8491.9,c66236a0d143,2bd7045e66ef,0
1,DEBIT,6666.78,b0d97f37c811,888034eb5e80,0
1,PAYMENT,6536.86,913fea83fff1,db6f86349407,0
1,CASH_OUT,40684.97,ad3bf7e25b3e,0fc33ed43af7,0
1,PAYMENT,1553.21,46fd2b0bac39,cff3d5d97b7a,0
1,DEBIT,7344.92,afb52ff1b990,d257a5f1d91a,0
1,CASH_OUT,106267.21,33160741f1c1,7fa3ba1cba55,0
1,PAYMENT,5491.5,60c12e1e278c,850c7f20588f,0
1,PAYMENT,3666.42,70fce892542b,deca65651815,0
1,PAYMENT,5507.18,020366e87093,48948a547c8d,0
1,DEBIT,4565.14,3eebc3d7046b,5258831c84c8,0
1,PAYMENT,11348.71,587ad0c317ba,e32f8ff5a6fd,0
1,TRANSFER,123179.97,e6515023fd90,027f3ffc9a11,0
1,PAYMENT,7073.6,ec4225a592c7,dc9ff14a6cb8,0
1,PAYMENT,2803.83,5e8c2ac8033d,87ce8cadaeb2,0
1,PAYMENT,106.81,a34c98656b2c,092fd8b70381,0
1,PAYMENT,6297.71,9ba14c9fe764,722a6858da80,0
1,PAYMENT,2610.01,c830f5c30087,3a3ae5e3af17,0
1,PAYMENT,5320.1,12737e80f75e,8e874d35795b,0
1,PAYMENT,1460.63,320ffe497040,565ac21049f9,0
1,TRANSFER,522264.81,49fad8f5f00d,8360ee3b712f,0
1,DEBIT,3584.21,53121c6f6928,adaeb72b0f51,0
1,PAYMENT,3704.97,5f84d201c1f1,99e2918c7262,0
1,PAYMENT,2773.61,195af02cc29a,60332267465a,0
1,PAYMENT,3896.42,a3d49be5f3a1,c0954d25d941,0
1,PAYMENT,18781.84,6066d07cf4d1,5721636ee895,0
1,PAYMENT,6660.33,f818c064f039,1ab35249023d,0
1,TRANSFER,26923.42,56e1457fa3ce,3bfe1a413948,0
1,TRANSFER,53783.57,4bf4630a8b82,e0fe56eeedb7,0
1,TRANSFER,80333.28,c6d91b4c3309,5c4ac115ecf6,0
1,TRANSFER,211075.91,c0b992a9eca2,d93078364149,0
1,TRANSFER,100677.86,5ee4a2106fd9,4824c634bde8,0
1,TRANSFER,473499.51,e8a6e472962b,211bb56b849e,0
1,TRANSFER,1538200.39,6ead0c38188f,bb3f87de7cb5,0
1,TRANSFER,2421578.09,e8e067ebba33,bb3f87de7cb5,0
1,TRANSFER,1349670.68,1c5555c28ff4,3c45d2f9ad8c,0
1,TRANSFER,314403.14,dcd275dae385,5d464fe183d7,0
1,TRANSFER,1457213.54,5746b2a093ea,bb3f87de7cb5,0
1,TRANSFER,180368.84,81b2634ec21c,cba77fa20c40,0
1,TRANSFER,445038.71,55497eea094c,4824c634bde8,0
1,TRANSFER,1123206.66,19992f25fcef,419a47f18237,0
1,DEBIT,996.0,ca0b0b9e83d1,5055e5390d4e,0
1,TRANSFER,176334.26,df81dce39bb1,f67e19e1192c,0
1,TRANSFER,161217.61,0d5d62110bfd,1c035328a3e3,0
1,TRANSFER,108443.61,df6712b290cf,afc311506267,0
1,TRANSFER,75442.68,12574e61ea22,56be44b4db9f,0
1,TRANSFER,55536.86,1c1ce504e2d1,e5113ca169ac,0
1,TRANSFER,438437.09,e993dd962853,e871941e882d,0
1,TRANSFER,928722.69,b4ac6e818c64,5625a3ef4c0c,0
1,TRANSFER,1478772.04,cf2c2528d777,648cc63a0e84,0
1,TRANSFER,2545478.01,9525ee0dd427,bb3f87de7cb5,0
1,TRANSFER,2061082.82,93cc153edc92,bb3f87de7cb5,0
1,TRANSFER,983479.66,c2f43f1bf7b3,648cc63a0e84,0
1,TRANSFER,635507.97,4e3b988be43d,5258831c84c8,0
1,TRANSFER,848231.57,ed946fbced33,648cc63a0e84,0
1,TRANSFER,739112.93,7d8689b40975,d93078364149,0
1,TRANSFER,324397.94,3b116691d956,41f303ab6dca,0
1,TRANSFER,982862.81,82aa076be99f,5625a3ef4c0c,0
1,TRANSFER,955855.0,3252be791d9d,e871941e882d,0
1,TRANSFER,179253.24,86bdca6c2b3d,ccdadbd2d00c,0
1,PAYMENT,5446.88,725e95392511,96be32c6bf8b,0
1,PAYMENT,648.64,2c852950fae3,5d7329875f06,0
1,PAYMENT,8494.71,85a4930a8069,da8ba0991bee,0
1,CASH_OUT,373068.26,609830a8c294,f67e19e1192c,0
1,CASH_IN,143236.26,5d66774c954c,fb7d65833c0c,0
1,CASH_IN,228451.89,66dff6624c9a,524c3a073e90,0
1,CASH_IN,35902.49,a3c435ed4f99,afc6b39b1e06,0
1,CASH_IN,232953.64,b9f9e26369ee,560d3f81aa8d,0
1,CASH_IN,65912.95,176c4f18aa75,adaeb72b0f51,0
1,CASH_IN,193492.68,73d3a4928aea,4824c634bde8,0
1,CASH_IN,60836.64,139a74f6ce62,5c0fc9b89cc9,0
1,CASH_IN,62325.15,f53c23f75eac,d93078364149,0
1,CASH_IN,349640.51,a26aab2e0903,1c035328a3e3,0
1,CASH_IN,135324.19,7367e4a3347f,211bb56b849e,0
1,CASH_IN,380015.14,c1661a8590bd,0bf9ea81e362,0
1,CASH_IN,418688.27,cb555e36a0d5,0bf9ea81e362,0
1,CASH_IN,311023.52,335386164061,e2aed2a724f2,0
1,CASH_IN,151862.38,20297e50b3a0,d55bfdf168f3,0
1,CASH_IN,228710.05,5602e7240e58,d1576287983d,0
1,CASH_IN,220431.09,f30eb5fb86e7,419a47f18237,0
1,CASH_IN,182861.45,0b042321c96c,d257a5f1d91a,0
1,CASH_IN,231881.5,b2a4b5a65444,51da1a522755,0
